qid,hop,condition,label_mode,raw_output,prediction,gold_answers,gold_count,prediction_count,exact_match,set_precision,set_recall,set_f1,abstained,mixed_unknown,duplicate_output,protocol_violation,hit_max_token_limit,input_tokens,output_tokens,generation_seconds,peak_gpu_memory_gb,false_candidate_count,false_candidates,false_adopted,gold_retained_any,gold_retained_all,contradiction_category
3hop_test_438,3,contradiction,natural,Ross McElwee; Léopold Marchand; Ross McElwee; Ross McElwee; Ross McElwee; Ross McElwee; Ross McElwee; Léopold Marchand,ross mcelwee || léopold marchand || ross mcelwee || ross mcelwee || ross mcelwee || ross mcelwee || ross mcelwee || léopold marchand,ross mcelwee,1,2,0,0.5,1.0,0.6666666666666666,0,0,1,0,0,232,50,10.0759,2.585,1,léopold marchand,1,1,1,both
3hop_test_5584,3,contradiction,natural,Marcus Dunstan; William Wyler,marcus dunstan || william wyler,stanley mann || patrick melton || john kohn || john fowles || marcus dunstan,5,2,0,0.5,0.2,0.28571428571428575,0,0,0,0,0,256,8,1.8607,2.59,1,frank barhydt,0,1,0,other
3hop_test_5668,3,contradiction,natural,Jerzy Kawalerowicz; Leelee Sobieski; Matthias Schweighöfer; Steve Zahn; Danny Glover; Rachel Blanchard,jerzy kawalerowicz || leelee sobieski || matthias schweighöfer || steve zahn || danny glover || rachel blanchard,steve zahn || danny glover || matthias schweighöfer || leelee sobieski,4,6,0,0.6666666666666666,1.0,0.8,0,0,0,0,0,273,30,6.346,2.593,1,rachel blanchard,1,1,1,both
3hop_test_6530,3,contradiction,natural,Paul Schrader; Sydney Pollack; Martin Scorsese; Brian De Palma; Jared Hess,paul schrader || sydney pollack || martin scorsese || brian de palma || jared hess,sydney pollack || paul schrader || brian de palma || john flynn || martin scorsese,5,5,0,0.8,0.8,0.8000000000000002,0,0,0,0,0,329,22,5.5626,2.603,1,jared hess,1,1,0,both
3hop_test_8487,3,contradiction,natural,Catherine Breillat,catherine breillat,catherine breillat || charles perrault || edward dmytryk,3,1,0,1.0,0.3333333333333333,0.5,0,0,0,0,0,266,6,1.6138,2.591,1,manuel puig,0,1,0,gold_only
3hop_test_8647,3,contradiction,natural,Robert Rodriguez,robert rodriguez,allison anders || ethan maniquis || alexandre rockwell || quentin tarantino || robert rodriguez,5,1,0,1.0,0.2,0.33333333333333337,0,0,0,0,0,299,3,1.0265,2.599,1,jonathan miller,0,1,0,gold_only
2hop_test_10263,2,contradiction,anonymized,Entity_0009;Entity_0007;Entity_0008;Entity_0002;Entity_0010;Entity_0001;Entity_0003,Entity_0009 || Entity_0007 || Entity_0008 || Entity_0002 || Entity_0010 || Entity_0001 || Entity_0003,Entity_0013 || Entity_0007 || Entity_0001 || Entity_0010 || Entity_0009 || Entity_0002 || Entity_0008,7,7,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,0,0,0,0,382,49,9.2276,2.617,1,Entity_0003,1,1,0,both
2hop_test_10462,2,contradiction,anonymized,Entity_0003;Entity_0005;Entity_0007;Entity_0008;Entity_0001,Entity_0003 || Entity_0005 || Entity_0007 || Entity_0008 || Entity_0001,Entity_0007 || Entity_0003 || Entity_0001 || Entity_0008,4,5,0,0.8,1.0,0.888888888888889,0,0,0,0,0,311,35,5.4107,2.601,1,Entity_0005,1,1,1,both
2hop_test_10615,2,contradiction,anonymized,Entity_0004,Entity_0004,Entity_0004,1,1,1,1.0,1.0,1.0,0,0,0,0,0,258,7,1.7345,2.59,1,Entity_0008,0,1,1,gold_only
2hop_test_1086,2,contradiction,anonymized,Entity_0004;Entity_0002;Entity_0010,Entity_0004 || Entity_0002 || Entity_0010,Entity_0010 || Entity_0004,2,3,0,0.6666666666666666,1.0,0.8,0,0,0,0,0,294,21,4.1672,2.597,1,Entity_0002,1,1,1,both
2hop_test_11223,2,contradiction,anonymized,Entity_0005;Entity_0007,Entity_0005 || Entity_0007,Entity_0005,1,2,0,0.5,1.0,0.6666666666666666,0,0,0,0,0,258,14,3.113,2.59,1,Entity_0007,1,1,1,both
2hop_test_11457,2,contradiction,anonymized,Entity_0004;Entity_0009,Entity_0004 || Entity_0009,Entity_0009,1,2,0,0.5,1.0,0.6666666666666666,0,0,0,0,0,259,14,2.9054,2.59,1,Entity_0004,1,1,1,both
2hop_test_11618,2,contradiction,anonymized,Entity_0004;Entity_0006;Entity_0001,Entity_0004 || Entity_0006 || Entity_0001,Entity_0006 || Entity_0001 || Entity_0003,3,3,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,312,21,4.3223,2.601,1,Entity_0004,1,1,0,both
2hop_test_13543,2,contradiction,anonymized,Entity_0006;Entity_0001,Entity_0006 || Entity_0001,Entity_0001,1,2,0,0.5,1.0,0.6666666666666666,0,0,0,0,0,258,14,2.9124,2.59,1,Entity_0006,1,1,1,both
2hop_test_14308,2,contradiction,anonymized,Entity_0006;Entity_0007,Entity_0006 || Entity_0007,Entity_0006,1,2,0,0.5,1.0,0.6666666666666666,0,0,0,0,0,259,14,2.9645,2.59,1,Entity_0007,1,1,1,both
2hop_test_14455,2,contradiction,anonymized,Entity_0004;Entity_0005;Entity_0006;Entity_0007;Entity_0010;Entity_0012;Entity_0013;Entity_0014;Entity_0017,Entity_0004 || Entity_0005 || Entity_0006 || Entity_0007 || Entity_0010 || Entity_0012 || Entity_0013 || Entity_0014 || Entity_0017,Entity_0014 || Entity_0005 || Entity_0017 || Entity_0006 || Entity_0010 || Entity_0004 || Entity_0007 || Entity_0013,8,9,0,0.8888888888888888,1.0,0.9411764705882353,0,0,0,0,0,376,63,11.6061,2.615,1,Entity_0012,1,1,1,both
2hop_test_1706,2,contradiction,anonymized,Entity_0012; Entity_0003,Entity_0012 || Entity_0003,Entity_0012 || Entity_0006,2,2,0,0.5,0.5,0.5,0,0,0,0,0,294,14,3.2367,2.597,1,Entity_0003,1,1,0,both
2hop_test_1772,2,contradiction,anonymized,UNKNOWN,,Entity_0001,1,0,0,0.0,0.0,0.0,1,0,0,0,0,257,2,0.8521,2.59,1,Entity_0006,0,0,0,UNKNOWN
2hop_test_8123,2,contradiction,anonymized,Entity_0010;Entity_0002;Entity_0006;Entity_0011,Entity_0010 || Entity_0002 || Entity_0006 || Entity_0011,Entity_0010 || Entity_0011 || Entity_0006,3,4,0,0.75,1.0,0.8571428571428571,0,0,0,0,0,293,28,6.5078,2.597,1,Entity_0002,1,1,1,both
2hop_test_9147,2,contradiction,anonymized,Entity_0010;Entity_0006,Entity_0010 || Entity_0006,Entity_0006,1,2,0,0.5,1.0,0.6666666666666666,0,0,0,0,0,257,14,2.858,2.59,1,Entity_0010,1,1,1,both
3hop_test_10122,3,contradiction,anonymized,Entity_0003;Entity_0004;Entity_0009;Entity_0002;Entity_0016,Entity_0003 || Entity_0004 || Entity_0009 || Entity_0002 || Entity_0016,Entity_0002 || Entity_0016 || Entity_0004 || Entity_0003,4,5,0,0.8,1.0,0.888888888888889,0,0,0,0,0,364,35,7.4803,2.61,1,Entity_0009,1,1,1,both
3hop_test_10307,3,contradiction,anonymized,Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_,Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_,Entity_0001 || Entity_0019 || Entity_0007 || Entity_0027 || Entity_0025 || Entity_0026 || Entity_0018 || Entity_0014 || Entity_0011 || Entity_0003,10,2,0,0.5,0.1,0.16666666666666669,0,0,1,1,1,567,128,27.6286,2.716,1,Entity_0002,0,1,0,other
3hop_test_10333,3,contradiction,anonymized,Entity_0006;Entity_0003,Entity_0006 || Entity_0003,Entity_0006 || Entity_0003,2,2,1,1.0,1.0,1.0,0,0,0,0,0,293,14,3.2767,2.597,1,Entity_0008,0,1,1,gold_only
3hop_test_10341,3,contradiction,anonymized,Entity_0005;Entity_0010;Entity_0006,Entity_0005 || Entity_0010 || Entity_0006,Entity_0010 || Entity_0005,2,3,0,0.6666666666666666,1.0,0.8,0,0,0,0,0,294,21,5.103,2.597,1,Entity_0006,1,1,1,both
3hop_test_1141,3,contradiction,anonymized,Entity_0006;Entity_0011,Entity_0006 || Entity_0011,Entity_0002 || Entity_0011,2,2,0,0.5,0.5,0.5,0,0,0,0,0,296,14,3.6564,2.597,1,Entity_0006,1,1,0,both
3hop_test_1808,3,contradiction,anonymized,Entity_0008;Entity_0017;Entity_0020;Entity_0021;Entity_0005;Entity_0022;Entity_0004;Entity_0018;Entity_0006,Entity_0008 || Entity_0017 || Entity_0020 || Entity_0021 || Entity_0005 || Entity_0022 || Entity_0004 || Entity_0018 || Entity_0006,Entity_0014 || Entity_0004 || Entity_0017 || Entity_0022 || Entity_0021 || Entity_0005 || Entity_0020 || Entity_0006 || Entity_0018,9,9,0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0,0,0,0,0,505,63,14.0214,2.676,1,Entity_0008,1,1,0,both
3hop_test_1846,3,contradiction,anonymized,Entity_0006,Entity_0006,Entity_0006 || Entity_0003,2,1,0,1.0,0.5,0.6666666666666666,0,0,0,0,0,296,7,1.7971,2.597,1,Entity_0001,0,1,0,gold_only
3hop_test_2649,3,contradiction,anonymized,Entity_0005;Entity_0001;Entity_0008;Entity_0011;Entity_0014;Entity_0015,Entity_0005 || Entity_0001 || Entity_0008 || Entity_0011 || Entity_0014 || Entity_0015,Entity_0008 || Entity_0005 || Entity_0011 || Entity_0001 || Entity_0014,5,6,0,0.8333333333333334,1.0,0.9090909090909091,0,0,0,0,0,362,42,9.9823,2.61,1,Entity_0015,1,1,1,both
3hop_test_438,3,contradiction,anonymized,Entity_0006;Entity_0002,Entity_0006 || Entity_0002,Entity_0006,1,2,0,0.5,1.0,0.6666666666666666,0,0,0,0,0,274,14,3.6269,2.593,1,Entity_0002,1,1,1,both
3hop_test_5584,3,contradiction,anonymized,Entity_0002;Entity_0011,Entity_0002 || Entity_0011,Entity_0008 || Entity_0013 || Entity_0014 || Entity_0003 || Entity_0002,5,2,0,0.5,0.2,0.28571428571428575,0,0,0,0,0,344,14,3.3476,2.606,1,Entity_0012,0,1,0,other
3hop_test_5668,3,contradiction,anonymized,Entity_0002;Entity_0002;Entity_0002;Entity_0002;Entity_0002,Entity_0002 || Entity_0002 || Entity_0002 || Entity_0002 || Entity_0002,Entity_0008 || Entity_0004 || Entity_0012 || Entity_0001,4,1,0,0.0,0.0,0.0,0,0,1,0,0,330,35,7.5977,2.603,1,Entity_0005,0,0,0,other
3hop_test_6530,3,contradiction,anonymized,Entity_0013;Entity_0010;Entity_0016;Entity_0018,Entity_0013 || Entity_0010 || Entity_0016 || Entity_0018,Entity_0004 || Entity_0010 || Entity_0009 || Entity_0018 || Entity_0013,5,4,0,0.75,0.6,0.6666666666666665,0,0,0,0,0,413,28,6.3301,2.632,1,Entity_0016,1,1,0,both
3hop_test_8487,3,contradiction,anonymized,Entity_0007;Entity_0008;Entity_0011,Entity_0007 || Entity_0008 || Entity_0011,Entity_0013 || Entity_0011 || Entity_0007,3,3,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,326,21,4.9744,2.602,1,Entity_0008,1,1,0,both
3hop_test_8647,3,contradiction,anonymized,Entity_0006;Entity_0003;Entity_0001,Entity_0006 || Entity_0003 || Entity_0001,Entity_0011 || Entity_0003 || Entity_0013 || Entity_0005 || Entity_0006,5,3,0,0.6666666666666666,0.4,0.5,0,0,0,0,0,379,21,4.8561,2.616,1,Entity_0001,1,1,0,both
2hop_test_10263,2,rerouting,natural,Cate Blanchett; Frances McDormand; Pauline Collins; Glenn Close; Edward Woodward; Jack Thompson; Bryan Brown,cate blanchett || frances mcdormand || pauline collins || glenn close || edward woodward || jack thompson || bryan brown,glenn close || frances mcdormand || edward woodward || bryan brown || cate blanchett || jack thompson || pauline collins,7,7,1,1.0,1.0,1.0,0,0,0,0,0,305,26,5.9016,2.6,0,,,1,1,
2hop_test_10462,2,rerouting,natural,Will Arnett; Brendan Fraser; Katherine Heigl,will arnett || brendan fraser || katherine heigl,brendan fraser || liam neeson || katherine heigl || will arnett,4,3,0,1.0,0.75,0.8571428571428571,0,0,0,0,0,255,12,2.878,2.59,0,,,1,0,
2hop_test_10615,2,rerouting,natural,UNKNOWN,,walter hill,1,0,0,0.0,0.0,0.0,1,0,0,0,0,240,2,0.7127,2.587,0,,,0,0,
2hop_test_1086,2,rerouting,natural,John Woo;Takashi Yamazaki,john woo || takashi yamazaki,john woo || takashi yamazaki,2,2,1,1.0,1.0,1.0,0,0,0,0,0,251,10,2.5391,2.589,0,,,1,1,
2hop_test_11223,2,rerouting,natural,UNKNOWN,,jafar panahi,1,0,0,0.0,0.0,0.0,1,0,0,0,0,210,2,0.7257,2.581,0,,,0,0,
2hop_test_11457,2,rerouting,natural,Daniel de Oliveira; UNKNOWN,daniel de oliveira || unknown,daniel de oliveira,1,2,0,0.5,1.0,0.6666666666666666,0,1,0,1,0,222,6,1.6194,2.583,0,,,1,1,
2hop_test_11618,2,rerouting,natural,Karey Kirkpatrick; Tim Johnson,karey kirkpatrick || tim johnson,tim johnson || karey kirkpatrick || robert luketic,3,2,0,1.0,0.6666666666666666,0.8,0,0,0,0,0,259,9,2.1519,2.59,0,,,1,0,
2hop_test_13543,2,rerouting,natural,Ken Bruen,ken bruen,ken bruen,1,1,1,1.0,1.0,1.0,0,0,0,0,0,204,4,1.2263,2.579,0,,,1,1,
2hop_test_14308,2,rerouting,natural,Bette Gordon,bette gordon,bette gordon,1,1,1,1.0,1.0,1.0,0,0,0,0,0,227,4,1.1468,2.583,0,,,1,1,
2hop_test_14455,2,rerouting,natural,Webb Smith; Pinocchio,webb smith || pinocchio,dorothy ann blank || dick rickard || richard creedon || otto englander || earl hurd || merrill de maris || webb smith || ted sears,8,2,0,0.5,0.125,0.2,0,0,0,0,0,337,8,2.0837,2.604,0,,,1,0,
2hop_test_1706,2,rerouting,natural,Renny Harlin; Todd Lincoln,renny harlin || todd lincoln,renny harlin || todd lincoln,2,2,1,1.0,1.0,1.0,0,0,0,0,0,237,8,2.1161,2.587,0,,,1,1,
2hop_test_1772,2,rerouting,natural,Jean Becker,jean becker,jean becker,1,1,1,1.0,1.0,1.0,0,0,0,0,0,210,3,1.0371,2.581,0,,,1,1,
2hop_test_8123,2,rerouting,natural,Heather Graham,heather graham,kelly lynch || matt dillon || heather graham,3,1,0,1.0,0.3333333333333333,0.5,0,0,0,0,0,239,4,1.2046,2.587,0,,,1,0,
2hop_test_9147,2,rerouting,natural,Tom Holland; John Lafia,tom holland || john lafia,tom holland,1,2,0,0.5,1.0,0.6666666666666666,0,0,0,0,0,213,7,1.8239,2.581,0,,,1,1,
3hop_test_10122,3,rerouting,natural,Farah Khan;Nicholas Hytner,farah khan || nicholas hytner,wendy wasserstein || stephen mccauley || arthur miller || alan bennett,4,2,0,0.0,0.0,0.0,0,0,0,0,0,297,10,2.5908,2.597,0,,,0,0,
3hop_test_10307,3,rerouting,natural,Ingmar Bergman; Kenneth Branagh; Akira Kurosawa; Baran bo Odar; Steve McQueen; Liv Ullmann; Harold Prince; Jordan Barker,ingmar bergman || kenneth branagh || akira kurosawa || baran bo odar || steve mcqueen || liv ullmann || harold prince || jordan barker,baran bo odar || steve mcqueen || harold prince || ingmar bergman || liv ullmann || akira kurosawa || jordan barker || richard brooks || alf sjöberg || kenneth branagh,10,8,0,1.0,0.8,0.888888888888889,0,0,0,0,0,434,36,8.4273,2.641,0,,,1,0,
3hop_test_10333,3,rerouting,natural,David Michôd; Joel Edgerton,david michôd || joel edgerton,david michôd || joel edgerton,2,2,1,1.0,1.0,1.0,0,0,0,0,0,233,10,2.4679,2.586,0,,,1,1,
3hop_test_10341,3,rerouting,natural,Dave Chappelle; Neal Brennan,dave chappelle || neal brennan,dave chappelle || neal brennan,2,2,1,1.0,1.0,1.0,0,0,0,0,0,248,8,1.9822,2.588,0,,,1,1,
3hop_test_1141,3,rerouting,natural,UNKNOWN,,norman panama || melvin frank,2,0,0,0.0,0.0,0.0,1,0,0,0,0,252,2,0.87,2.589,0,,,0,0,
3hop_test_1808,3,rerouting,natural,James Hacking; Kevin Allen; Paul Durden; Richard Jobson; Tom Stoppard; Robert Harris; Roland Joffé; John Hay,james hacking || kevin allen || paul durden || richard jobson || tom stoppard || robert harris || roland joffé || john hay,james hacking || john hay || kevin allen || roland joffé || michael barak || richard jobson || paul durden || robert harris || tom stoppard,9,8,0,1.0,0.8888888888888888,0.9411764705882353,0,0,0,0,0,376,31,7.6758,2.615,0,,,1,0,
3hop_test_1846,3,rerouting,natural,Gregory Jacobs,gregory jacobs,gregory jacobs || steven soderbergh,2,1,0,1.0,0.5,0.6666666666666666,0,0,0,0,0,229,4,1.2563,2.584,0,,,1,0,
3hop_test_2649,3,rerouting,natural,Mario Monicelli;Vincenzo Cerami;Cesare Zavattini;Luchino Visconti,mario monicelli || vincenzo cerami || cesare zavattini || luchino visconti,vincenzo cerami || mario monicelli || federico fellini || luchino visconti || cesare zavattini,5,4,0,1.0,0.8,0.888888888888889,0,0,0,0,0,325,26,6.304,2.602,0,,,1,0,
3hop_test_438,3,rerouting,natural,Ross McElwee,ross mcelwee,ross mcelwee,1,1,1,1.0,1.0,1.0,0,0,0,0,0,231,6,1.6852,2.585,0,,,1,1,
3hop_test_5584,3,rerouting,natural,Marcus Dunstan; Stanley Mann,marcus dunstan || stanley mann,stanley mann || patrick melton || john kohn || john fowles || marcus dunstan,5,2,0,1.0,0.4,0.5714285714285715,0,0,0,0,0,257,7,1.9249,2.59,0,,,1,0,
3hop_test_5668,3,rerouting,natural,Jerzy Kawalerowicz; Matthias Schweighöfer,jerzy kawalerowicz || matthias schweighöfer,steve zahn || danny glover || matthias schweighöfer || leelee sobieski,4,2,0,0.5,0.25,0.3333333333333333,0,0,0,0,0,279,13,3.1903,2.595,0,,,1,0,
3hop_test_6530,3,rerouting,natural,Sydney Pollack; Martin Scorsese; Brian De Palma; Paul Schrader; John Flynn,sydney pollack || martin scorsese || brian de palma || paul schrader || john flynn,sydney pollack || paul schrader || brian de palma || john flynn || martin scorsese,5,5,1,1.0,1.0,1.0,0,0,0,0,0,335,23,5.3582,2.604,0,,,1,1,
3hop_test_8487,3,rerouting,natural,Catherine Breillat,catherine breillat,catherine breillat || charles perrault || edward dmytryk,3,1,0,1.0,0.3333333333333333,0.5,0,0,0,0,0,266,6,1.7558,2.591,0,,,1,0,
3hop_test_8647,3,rerouting,natural,Robert Rodriguez; Ethan Maniquis; Quentin Tarantino,robert rodriguez || ethan maniquis || quentin tarantino,allison anders || ethan maniquis || alexandre rockwell || quentin tarantino || robert rodriguez,5,3,0,1.0,0.6,0.7499999999999999,0,0,0,0,0,309,12,3.104,2.601,0,,,1,0,
2hop_test_10263,2,rerouting,anonymized,Entity_0004; Entity_0005; Entity_0012,Entity_0004 || Entity_0005 || Entity_0012,Entity_0013 || Entity_0007 || Entity_0001 || Entity_0010 || Entity_0009 || Entity_0002 || Entity_0008,7,3,0,0.0,0.0,0.0,0,0,0,0,0,381,21,4.4315,2.617,0,,,0,0,
2hop_test_10462,2,rerouting,anonymized,Entity_0008; Entity_0003; Entity_0007; Entity_0001,Entity_0008 || Entity_0003 || Entity_0007 || Entity_0001,Entity_0007 || Entity_0003 || Entity_0001 || Entity_0008,4,4,1,1.0,1.0,1.0,0,0,0,0,0,310,28,4.1405,2.601,0,,,1,1,
2hop_test_10615,2,rerouting,anonymized,UNKNOWN,,Entity_0004,1,0,0,0.0,0.0,0.0,1,0,0,0,0,258,2,0.8839,2.59,0,,,0,0,
2hop_test_1086,2,rerouting,anonymized,Entity_0004; Entity_0010,Entity_0004 || Entity_0010,Entity_0010 || Entity_0004,2,2,1,1.0,1.0,1.0,0,0,0,0,0,295,14,3.2469,2.597,0,,,1,1,
2hop_test_11223,2,rerouting,anonymized,UNKNOWN,,Entity_0005,1,0,0,0.0,0.0,0.0,1,0,0,0,0,258,2,0.8148,2.59,0,,,0,0,
2hop_test_11457,2,rerouting,anonymized,Entity_0009,Entity_0009,Entity_0009,1,1,1,1.0,1.0,1.0,0,0,0,0,0,258,7,1.681,2.59,0,,,1,1,
2hop_test_11618,2,rerouting,anonymized,Entity_0001; Entity_0006; Entity_0003,Entity_0001 || Entity_0006 || Entity_0003,Entity_0006 || Entity_0001 || Entity_0003,3,3,1,1.0,1.0,1.0,0,0,0,0,0,312,21,4.9034,2.601,0,,,1,1,
2hop_test_13543,2,rerouting,anonymized,Entity_0001,Entity_0001,Entity_0001,1,1,1,1.0,1.0,1.0,0,0,0,0,0,259,7,1.8264,2.59,0,,,1,1,
2hop_test_14308,2,rerouting,anonymized,Entity_0006,Entity_0006,Entity_0006,1,1,1,1.0,1.0,1.0,0,0,0,0,0,260,7,1.6216,2.59,0,,,1,1,
2hop_test_14455,2,rerouting,anonymized,Entity_0001;Entity_0002;Entity_0011,Entity_0001 || Entity_0002 || Entity_0011,Entity_0014 || Entity_0005 || Entity_0017 || Entity_0006 || Entity_0010 || Entity_0004 || Entity_0007 || Entity_0013,8,3,0,0.0,0.0,0.0,0,0,0,0,0,376,21,4.2294,2.615,0,,,0,0,
2hop_test_1706,2,rerouting,anonymized,Entity_0012;Entity_0006,Entity_0012 || Entity_0006,Entity_0012 || Entity_0006,2,2,1,1.0,1.0,1.0,0,0,0,0,0,294,14,4.0538,2.597,0,,,1,1,
2hop_test_1772,2,rerouting,anonymized,Entity_0001,Entity_0001,Entity_0001,1,1,1,1.0,1.0,1.0,0,0,0,0,0,257,7,2.0016,2.59,0,,,1,1,
2hop_test_8123,2,rerouting,anonymized,Entity_0006;Entity_0011,Entity_0006 || Entity_0011,Entity_0010 || Entity_0011 || Entity_0006,3,2,0,1.0,0.6666666666666666,0.8,0,0,0,0,0,292,14,3.8378,2.597,0,,,1,0,
2hop_test_9147,2,rerouting,anonymized,Entity_0006;Entity_0001,Entity_0006 || Entity_0001,Entity_0006,1,2,0,0.5,1.0,0.6666666666666666,0,0,0,0,0,257,14,3.3801,2.59,0,,,1,1,
3hop_test_10122,3,rerouting,anonymized,Entity_0003;Entity_0004;Entity_0016,Entity_0003 || Entity_0004 || Entity_0016,Entity_0002 || Entity_0016 || Entity_0004 || Entity_0003,4,3,0,1.0,0.75,0.8571428571428571,0,0,0,0,0,364,21,5.2498,2.61,0,,,1,0,
3hop_test_10307,3,rerouting,anonymized,Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_0027;Entity_,Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_0027 || Entity_,Entity_0001 || Entity_0019 || Entity_0007 || Entity_0027 || Entity_0025 || Entity_0026 || Entity_0018 || Entity_0014 || Entity_0011 || Entity_0003,10,2,0,0.5,0.1,0.16666666666666669,0,0,1,1,1,567,128,25.8714,2.716,0,,,1,0,
3hop_test_10333,3,rerouting,anonymized,Entity_0006,Entity_0006,Entity_0006 || Entity_0003,2,1,0,1.0,0.5,0.6666666666666666,0,0,0,0,0,294,7,1.7546,2.597,0,,,1,0,
3hop_test_10341,3,rerouting,anonymized,Entity_0010;Entity_0005,Entity_0010 || Entity_0005,Entity_0010 || Entity_0005,2,2,1,1.0,1.0,1.0,0,0,0,0,0,294,14,3.3831,2.597,0,,,1,1,
3hop_test_1141,3,rerouting,anonymized,Entity_0011;Entity_0011,Entity_0011 || Entity_0011,Entity_0002 || Entity_0011,2,1,0,1.0,0.5,0.6666666666666666,0,0,1,0,0,297,14,3.0125,2.597,0,,,1,0,
3hop_test_1808,3,rerouting,anonymized,Entity_0014; Entity_0017; Entity_0020; Entity_0005; Entity_0004; Entity_0021; Entity_0022; Entity_0018; Entity_0006,Entity_0014 || Entity_0017 || Entity_0020 || Entity_0005 || Entity_0004 || Entity_0021 || Entity_0022 || Entity_0018 || Entity_0006,Entity_0014 || Entity_0004 || Entity_0017 || Entity_0022 || Entity_0021 || Entity_0005 || Entity_0020 || Entity_0006 || Entity_0018,9,9,1,1.0,1.0,1.0,0,0,0,0,0,506,63,13.6035,2.676,0,,,1,1,
3hop_test_1846,3,rerouting,anonymized,Entity_0003;Entity_0006,Entity_0003 || Entity_0006,Entity_0006 || Entity_0003,2,2,1,1.0,1.0,1.0,0,0,0,0,0,297,14,3.0093,2.597,0,,,1,1,
3hop_test_2649,3,rerouting,anonymized,Entity_0005;Entity_0005;Entity_0005,Entity_0005 || Entity_0005 || Entity_0005,Entity_0008 || Entity_0005 || Entity_0011 || Entity_0001 || Entity_0014,5,1,0,1.0,0.2,0.33333333333333337,0,0,1,0,0,362,21,4.9642,2.61,0,,,1,0,
3hop_test_438,3,rerouting,anonymized,Entity_0006,Entity_0006,Entity_0006,1,1,1,1.0,1.0,1.0,0,0,0,0,0,274,7,2.0341,2.593,0,,,1,1,
3hop_test_5584,3,rerouting,anonymized,Entity_0002;Entity_0003,Entity_0002 || Entity_0003,Entity_0008 || Entity_0013 || Entity_0014 || Entity_0003 || Entity_0002,5,2,0,1.0,0.4,0.5714285714285715,0,0,0,0,0,345,14,3.3829,2.606,0,,,1,0,
3hop_test_5668,3,rerouting,anonymized,Entity_0002,Entity_0002,Entity_0008 || Entity_0004 || Entity_0012 || Entity_0001,4,1,0,0.0,0.0,0.0,0,0,0,0,0,329,7,2.2304,2.603,0,,,0,0,
3hop_test_6530,3,rerouting,anonymized,Entity_0010; Entity_0013; Entity_0018,Entity_0010 || Entity_0013 || Entity_0018,Entity_0004 || Entity_0010 || Entity_0009 || Entity_0018 || Entity_0013,5,3,0,1.0,0.6,0.7499999999999999,0,0,0,0,0,413,21,6.1834,2.632,0,,,1,0,
3hop_test_8487,3,rerouting,anonymized,Entity_0011;Entity_0007,Entity_0011 || Entity_0007,Entity_0013 || Entity_0011 || Entity_0007,3,2,0,1.0,0.6666666666666666,0.8,0,0,0,0,0,326,14,3.0269,2.602,0,,,1,0,
3hop_test_8647,3,rerouting,anonymized,Entity_0006,Entity_0006,Entity_0011 || Entity_0003 || Entity_0013 || Entity_0005 || Entity_0006,5,1,0,1.0,0.2,0.33333333333333337,0,0,0,0,0,380,7,1.8167,2.616,0,,,1,0,
